17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,76,76,76,76,76,76,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,76,76,76,76,76,76,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,76,76,76,76,76,76,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,76,76,76,76,76,76,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,56,56,56,56,56,76,61,57,58,74,76,56,56,56,56,56,56,56,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,18,18,63,63,63,63,63,73,62,66,67,62,71,63,63,63,63,63,63,63,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,17,18,18,70,70,70,70,70,62,60,57,58,59,62,70,70,70,70,70,70,70,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,17,18,18,77,62,77,62,77,68,67,64,65,66,69,77,62,77,62,77,77,77,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,17,18,18,84,84,84,84,84,17,18,45,47,33,17,84,84,84,84,84,84,84,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,17,18,17,18,17,18,17,18,17,19,45,47,21,21,17,18,17,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,18,17,18,17,18,17,18,17,21,45,47,21,21,21,21,17,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,18,17,18,17,18,17,18,17,21,52,46,40,22,21,21,5,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,17,18,18,17,18,17,18,17,17,21,52,53,53,39,40,21,21,21,17,18,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,17,20,17,18,17,26,21,21,21,3,4,18,17,18,17,17,18,17,18,17,18,17,21,21,21,52,54,21,29,40,21,21,17,18,17,18,17,18,17,18,17,18,17,18
17,18,17,18,17,18,21,27,3,4,21,21,17,18,17,10,11,21,21,21,17,17,18,17,18,17,18,17,17,18,21,21,21,21,21,52,29,21,21,21,18,18,21,18,17,18,17,18,17,18
17,18,17,18,17,18,21,23,10,11,17,18,17,18,17,18,17,18,17,21,17,17,18,17,18,17,18,17,17,18,17,17,18,17,18,21,21,21,29,40,21,17,18,21,17,18,17,18,17,18
17,18,17,18,17,18,21,21,21,18,17,18,17,18,17,18,17,18,17,21,17,17,18,17,18,17,18,17,18,18,17,17,18,17,18,21,21,21,21,45,29,21,18,17,17,18,17,18,17,18
